ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,QTR_ID,MONTH_ID,YEAR_ID,MSRP,PHONE
10120,46,100,2,9264.86,2,4,2003,193,03 9520 4555
10134,31,100,4,7023.98,3,7,2003,193,+33 1 46 62 7555
10145,33,100,8,5176.38,3,8,2003,193,6265557265
10159,22,100,16,4132.7,4,10,2003,193,6505551386
10168,20,100,3,4183,4,10,2003,193,6505556809
10180,41,100,11,8892.9,4,11,2003,193,20.16.1555
10188,45,100,3,8714.7,4,11,2003,193,+47 2267 3215
10201,49,100,4,8065.89,4,12,2003,193,6505555787
10210,34,100,1,6123.4,1,1,2004,193,+81 06 6342 5555
10223,49,100,3,9774.03,1,2,2004,193,03 9520 4555
10237,39,100,9,7023.9,2,4,2004,193,2125551500
10251,43,100,4,7078.23,2,5,2004,193,2015559350
10263,41,100,4,8336.94,2,6,2004,193,2035552570
10275,36,100,3,6901.92,3,7,2004,193,40.67.8555
10285,27,100,8,5438.07,3,8,2004,193,6175558555
10299,29,100,11,6683.34,3,9,2004,193,90-224 8555
10308,20,100,1,4570.4,4,10,2004,193,9145554562
10318,37,100,3,7667.14,4,11,2004,193,2155551555
10329,26,100,3,5868.2,4,11,2004,193,2125557818
10339,39,76.67,3,2990.13,4,11,2004,193,+81 3 3584 0555
10362,22,100,4,3664.1,1,1,2005,193,6505556809
10374,22,100,1,3834.38,1,2,2005,193,61-7-3844-6555
10388,21,86.77,7,1822.17,1,3,2005,193,5085552555
10403,66,100,9,11886.6,2,4,2005,193,(171) 555-2282
10417,56,100,4,9218.16,2,5,2005,193,(91) 555 94 44
10105,50,100,2,7208,1,2,2003,136,31 12 3555
10119,46,100,11,5004.8,2,4,2003,136,6562-9555
10129,33,100,2,4398.24,2,6,2003,136,(171) 555-0297
10143,49,100,15,5597.76,3,8,2003,136,5085559555
10155,32,100,13,4526.08,4,10,2003,136,90-224 8555
10167,44,100,9,5924.16,4,10,2003,136,0695-34 6555
10178,24,100,12,3492.48,4,11,2003,136,61.77.6555
10186,26,100,9,3854.24,4,11,2003,136,(171) 555-7555
10197,45,100,6,5324.4,4,11,2003,136,(93) 203 4555
10209,39,100,8,5197.92,1,1,2004,136,2155554369
10222,49,100,12,5997.6,1,2,2004,136,7605558146
10248,20,100,3,2910.4,2,5,2004,136,2125557818
10261,27,100,1,3378.24,2,6,2004,136,(514) 555-8054
10273,30,100,4,3508.8,3,7,2004,136,(02) 5554 67
10283,25,100,6,2992,3,8,2004,136,(604) 555-4555
10295,24,100,1,3427.2,3,9,2004,136,6175559555
10307,22,100,9,2692.8,4,10,2004,136,2155554695
10316,33,100,17,4128.96,4,11,2004,136,(198) 555-8888
10325,47,64.93,6,3051.71,4,11,2004,136,07-98 9555
10337,25,48.05,8,1201.25,4,11,2004,136,2125558493
10350,26,75.47,5,1962.22,4,12,2004,136,(91) 555 94 44
10359,48,54.68,6,2624.64,4,12,2004,136,26.47.1555
10373,39,100,3,4046.25,1,1,2005,136,981-443655
10384,34,100,4,4846.7,1,2,2005,136,6505551386
10395,32,100,2,3370.56,1,3,2005,136,+33 1 46 62 7555
10400,64,100,9,9661.44,2,4,2005,136,4085553659
10414,19,100,3,2764.88,2,5,2005,136,6175559555
10103,42,100,4,5398.26,1,1,2003,147,07-98 9555
10114,31,100,8,4305.28,2,4,2003,147,(1) 42.34.2555
10126,22,100,4,3347.74,2,5,2003,147,(91) 555 22 82
10140,26,100,4,3188.12,3,7,2003,147,6505556809
10150,20,100,1,3191.2,3,9,2003,147,+65 221 7555
10164,21,100,2,3536.82,4,10,2003,147,7675-3555
10175,33,100,9,5362.83,4,11,2003,147,(171) 555-0297
10183,28,100,1,3433.36,4,11,2003,147,2155554695
10194,26,100,4,4263.74,4,11,2003,147,78.32.5555
10207,31,100,15,4076.19,4,12,2003,147,6175552555
10217,48,100,4,7020.48,1,2,2004,147,+65 224 1555
10229,50,100,9,6426.5,1,3,2004,147,4155551450
10245,28,100,2,4591.72,2,5,2004,147,2035559545
10259,26,100,12,4033.38,2,6,2004,147,+65 224 1555
10270,32,100,2,4302.08,3,7,2004,147,+61 2 9495 8555
10281,44,100,9,7020.64,3,8,2004,147,2155551555
10291,30,100,4,3855.9,3,9,2004,147,0695-34 6555
10305,38,100,13,6680.78,4,10,2004,147,6175558555
10313,40,100,7,6678,4,10,2004,147,(604) 555-3392
10322,46,61.99,8,2851.54,4,11,2004,147,6035558647
10334,26,100,2,3188.12,4,11,2004,147,0921-12 3555
10347,27,100,2,4428,4,11,2004,147,03 9520 4555
10357,43,100,9,5780.92,4,12,2004,147,4155551450
10370,35,65.63,4,2297.05,1,1,2005,147,02 9936 8555
10381,37,100,6,6231.54,1,2,2005,147,6505551386
10391,37,46.9,7,1735.3,1,3,2005,147,02 9936 8555
10411,27,100,2,4427.73,2,5,2005,147,(514) 555-8054
10425,38,100,12,5894.94,2,5,2005,147,40.67.8555
10108,33,100,6,5265.15,1,3,2003,194,+63 2 555 3587
10122,42,100,10,7599.9,2,5,2003,194,91.24.4555
10135,42,100,7,8008.56,3,7,2003,194,4155551450
10147,48,100,7,9245.76,3,9,2003,194,6175558555
10159,41,100,2,8296.35,4,10,2003,194,6505551386
10169,30,100,2,5019.9,4,11,2003,194,02 9936 8555
10181,27,100,14,5411.07,4,11,2003,194,+47 2267 3215
10191,21,100,3,3840.9,4,11,2003,194,0221-5554327
10203,20,100,8,3930.4,4,12,2003,194,(91) 555 94 44
10211,41,100,2,7498.9,1,1,2004,194,(1) 47.55.6555
10225,27,100,9,4517.91,1,2,2004,194,0897-034555
10238,28,100,3,5774.72,2,4,2004,194,31 12 3555
10253,24,100,13,3922.56,2,6,2004,194,(171) 555-2282
10266,44,100,14,9160.36,3,7,2004,194,0522-556555
10276,50,100,3,9631,3,8,2004,194,6175557555
10287,21,100,12,3432.24,3,8,2004,194,0897-034555
10300,33,100,5,5521.89,4,10,2003,194,+49 69 66 90 2555
10310,33,100,10,6934.62,4,10,2004,194,0221-5554327
10320,31,100,3,6876.11,4,11,2004,194,0921-12 3555
10329,41,71.47,5,2930.27,4,11,2004,194,2125557818
10341,45,79.65,2,3584.25,4,11,2004,194,6562-9555
10363,33,85.39,3,2817.87,1,1,2005,194,+358 9 8045 555
10375,45,76,7,3420,1,2,2005,194,40.67.8555
10389,26,99.04,4,2575.04,1,3,2005,194,0695-34 6555
10419,12,100,13,1961.28,2,5,2005,194,6562-9555
10105,41,100,15,8690.36,1,2,2003,207,31 12 3555
10117,33,100,9,6034.38,2,4,2003,207,+65 221 7555
10127,46,100,2,11279.2,2,6,2003,207,2125557413
10142,33,100,12,8023.29,3,8,2003,207,4155551450
10153,20,100,11,4904,3,9,2003,207,(91) 555 94 44
10165,44,100,3,8594.52,4,10,2003,207,+65 221 7555
10176,33,100,2,7474.5,4,11,2003,207,0522-556555
10185,21,100,13,3883.74,4,11,2003,207,5085559555
10196,47,100,5,8887.7,4,11,2003,207,2035559545
10208,46,100,13,8602.92,1,1,2004,207,78.32.5555
10220,32,100,2,7181.44,1,2,2004,207,+353 1862 1555
10231,42,100,2,8378.58,1,3,2004,207,+34 913 728 555
10247,44,100,2,10606.2,2,5,2004,207,+358 9 8045 555
10272,35,100,2,5818.4,3,7,2004,207,2155551555
10282,41,100,5,7071.27,3,8,2004,207,4155551450
10293,46,100,8,8411.56,3,9,2004,207,011-4988555
10306,31,100,13,6570.76,4,10,2004,207,(171) 555-1555
10314,38,100,5,7975.44,4,10,2004,207,86 21 3555
10325,42,64,8,2688,4,11,2004,207,07-98 9555
10336,33,57.22,10,1888.26,4,11,2004,207,(1) 42.34.2555
10348,48,52.36,8,2513.28,4,11,2004,207,(91) 555 22 82
10359,42,100,8,4764.48,4,12,2004,207,26.47.1555
10371,32,100,6,3560.64,1,1,2005,207,4155551450
10382,34,100,10,3823.64,1,2,2005,207,4155551450
10395,33,69.12,1,2280.96,1,3,2005,207,+33 1 46 62 7555
10413,36,100,2,8677.8,2,5,2005,207,2035552570
10103,27,100,8,3394.98,1,1,2003,136,07-98 9555
10113,21,100,2,3415.44,1,3,2003,136,4155551450
10126,21,100,8,2439.57,2,5,2003,136,(91) 555 22 82
10140,38,100,8,4829.8,3,7,2003,136,6505556809
10150,30,100,5,4100.1,3,9,2003,136,+65 221 7555
10164,49,100,6,6563.06,4,10,2003,136,7675-3555
10174,43,100,1,6817.22,4,11,2003,136,61-7-3844-6555
10183,41,100,5,6163.94,4,11,2003,136,2155554695
10194,38,100,8,4933.92,4,11,2003,136,78.32.5555
10206,28,100,3,4056.36,4,12,2003,136,(604) 555-3392
10216,43,100,1,5759.42,1,2,2004,136,30.59.8555
10229,25,100,13,3451,1,3,2004,136,4155551450
10245,38,100,6,5920.4,2,5,2004,136,2035559545
10258,41,100,3,6668.24,2,6,2004,136,+81 3 3584 0555
10270,28,100,6,4094.72,3,7,2004,136,+61 2 9495 8555
10281,25,100,13,2938.5,3,8,2004,136,2155551555
10291,41,100,8,6387.8,3,9,2004,136,0695-34 6555
10304,39,100,3,6396,4,10,2004,136,30.59.8555
10313,21,100,11,2669.1,4,10,2004,136,(604) 555-3392
10322,27,100,9,4784.13,4,11,2004,136,6035558647
10333,33,99.21,6,3273.93,4,11,2004,136,6505555787
10347,29,100,3,3586.43,4,11,2004,136,03 9520 4555
10357,49,100,8,5960.36,4,12,2004,136,4155551450
10370,49,100,8,8470.14,1,1,2005,136,02 9936 8555
10381,20,100,1,2952,1,2,2005,136,6505551386
10391,39,63.2,9,2464.8,1,3,2005,136,02 9936 8555
10411,40,100,6,6232,2,5,2005,136,(514) 555-8054
10424,49,100,3,7969.36,2,5,2005,136,(91) 555 94 44
10107,21,100,1,3036.6,1,2,2003,150,2125557818
10121,50,100,4,8284,2,5,2003,150,26.47.1555
10134,20,100,1,2711.2,3,7,2003,150,+33 1 46 62 7555
10145,49,100,5,8339.8,3,8,2003,150,6265557265
10159,38,100,13,6238.84,4,10,2003,150,6505551386
10169,35,100,13,4639.25,4,11,2003,150,02 9936 8555
10180,40,100,8,6747.6,4,11,2003,150,20.16.1555
10189,28,100,1,4512.48,4,11,2003,150,6265557265
10201,25,100,1,4029,4,12,2003,150,6505555787
10211,36,100,13,4771.8,1,1,2004,150,(1) 47.55.6555
10224,43,100,6,6087.94,1,2,2004,150,20.16.1555
10237,32,100,6,4193.28,2,4,2004,150,2125551500
10251,46,100,1,7552.28,2,5,2004,150,2015559350
10263,48,100,1,6434.4,2,6,2004,150,2035552570
10276,43,100,14,5181.5,3,8,2004,150,6175557555
10285,49,100,5,6863.92,3,8,2004,150,6175558555
10299,24,100,8,4157.04,3,9,2004,150,90-224 8555
10309,26,100,4,4660.24,4,10,2004,150,07-98 9555
10319,30,100,9,4111.8,4,11,2004,150,2125551957
10329,24,100,6,3542.64,4,11,2004,150,2125557818
10341,55,100,8,8118.55,4,11,2004,150,6562-9555
10362,22,100,1,3877.06,1,1,2005,150,6505556809
10375,49,78.92,13,3867.08,1,2,2005,150,40.67.8555
10388,44,100,6,5951.44,1,3,2005,150,5085552555
10403,66,100,6,8648.64,2,4,2005,150,(171) 555-2282
10417,21,100,1,3447.78,2,5,2005,150,(91) 555 94 44
10104,34,100,1,5958.5,1,1,2003,151,(91) 555 94 44
10117,43,100,10,5911.64,2,4,2003,151,+65 221 7555
10127,46,100,3,7366.44,2,6,2003,151,2125557413
10142,33,100,13,4985.64,3,8,2003,151,4155551450
10153,42,100,12,5393.64,3,9,2003,151,(91) 555 94 44
10165,34,100,4,4880.02,4,10,2003,151,+65 221 7555
10176,47,100,3,8378.69,4,11,2003,151,0522-556555
10185,33,100,14,4038.21,4,11,2003,151,5085559555
10196,24,100,6,3807.12,4,11,2003,151,2035559545
10208,26,100,14,3142.36,1,1,2004,151,78.32.5555
10220,30,100,3,4713.6,1,2,2004,151,+353 1862 1555
10230,43,100,1,7016.31,1,3,2004,151,+49 69 66 90 2555
10247,25,100,3,4381.25,2,5,2004,151,+358 9 8045 555
10272,27,100,3,4283.01,3,7,2004,151,2155551555
10282,27,100,6,4364.82,3,8,2004,151,4155551450
10293,24,100,9,4242.24,3,9,2004,151,011-4988555
10306,34,100,14,4982.7,4,10,2004,151,(171) 555-1555
10314,46,100,6,6393.54,4,10,2004,151,86 21 3555
10324,27,54.33,1,1466.91,4,11,2004,151,2125551500
10336,33,100,11,4059.33,4,11,2004,151,(1) 42.34.2555
10348,47,100,4,4801.52,4,11,2004,151,(91) 555 22 82
10358,49,55.34,5,2711.66,4,12,2004,151,(91) 555 94 44
10372,40,100,4,5862,1,1,2005,151,+81 3 3584 0555
10382,37,100,11,4071.85,1,2,2005,151,4155551450
10413,47,100,3,8236.75,2,5,2005,151,2035552570
10108,45,100,4,6130.35,1,3,2003,117,+63 2 555 3587
10122,37,99.82,8,3693.34,2,5,2003,117,91.24.4555
10135,48,100,5,6031.68,3,7,2003,117,4155551450
10147,31,100,5,3494.94,3,9,2003,117,6175558555
10160,46,100,6,5294.14,4,10,2003,117,2155554369
10170,47,100,4,5464.69,4,11,2003,117,7675-3555
10181,28,100,12,2860.76,4,11,2003,117,+47 2267 3215
10191,40,100,1,5590,4,11,2003,117,0221-5554327
10203,20,100,6,2254.8,4,12,2003,117,(91) 555 94 44
10212,39,100,16,4946.76,1,1,2004,117,(91) 555 94 44
10225,25,99.82,7,2495.5,1,2,2004,117,0897-034555
10238,29,100,1,3167.38,2,4,2004,117,31 12 3555
10253,22,100,11,2402.84,2,6,2004,117,(171) 555-2282
10266,22,100,12,2454.54,3,7,2004,117,0522-556555
10276,47,100,1,5464.69,3,8,2004,117,6175557555
10287,45,100,10,4756.5,3,8,2004,117,0897-034555
10300,29,100,3,3984.6,4,10,2003,117,+49 69 66 90 2555
10310,24,100,8,3100.32,4,10,2004,117,0221-5554327
10320,35,100,1,4850.3,4,11,2004,117,0921-12 3555
10329,46,83.63,13,3846.98,4,11,2004,117,2125557818
10341,44,95.93,1,4220.92,4,11,2004,117,6562-9555
10363,34,96.73,4,3288.82,1,1,2005,117,+358 9 8045 555
10376,35,100,1,3987.2,1,2,2005,117,3105552373
10389,25,72.38,6,1809.5,1,3,2005,117,0695-34 6555
10419,10,100,11,1092.2,2,5,2005,117,6562-9555
10105,29,100,14,4566.05,1,2,2003,173,31 12 3555
10117,39,100,8,5938.14,2,4,2003,173,+65 221 7555
10127,42,100,1,8138.76,2,6,2003,173,2125557413
10142,46,100,11,9470.94,3,8,2003,173,4155551450
10153,49,100,10,7036.89,3,9,2003,173,(91) 555 94 44
10165,27,100,2,5559.03,4,10,2003,173,+65 221 7555
10176,50,100,1,7872.5,4,11,2003,173,0522-556555
10185,43,100,12,7886.2,4,11,2003,173,5085559555
10196,38,100,4,7232.16,4,11,2003,173,2035559545
10208,20,100,12,3114.4,1,1,2004,173,78.32.5555
10220,27,100,1,5045.22,1,2,2004,173,+353 1862 1555
10231,49,100,1,6952.12,1,3,2004,173,+34 913 728 555
10247,27,100,1,4157.73,2,5,2004,173,+358 9 8045 555
10272,39,100,1,7962.24,3,7,2004,173,2155551555
10282,24,100,4,3778.8,3,8,2004,173,4155551450
10293,45,100,7,8253,3,9,2004,173,011-4988555
10306,20,100,12,3633.4,4,10,2004,173,(171) 555-1555
10314,36,100,4,6913.8,4,10,2004,173,86 21 3555
10325,24,100,1,2583.6,4,11,2004,173,07-98 9555
10336,49,63.38,1,3105.62,4,11,2004,173,(1) 42.34.2555
10349,26,100,10,4408.56,4,12,2004,173,2125557413
10359,49,62.09,5,3042.41,4,12,2004,173,26.47.1555
10372,34,100,1,5941.5,1,1,2005,173,+81 3 3584 0555
10382,34,95.35,12,3241.9,1,2,2005,173,4155551450
10396,33,100,3,6109.29,1,3,2005,173,4155551450
10413,22,100,1,3387.78,2,5,2005,173,2035552570
10108,39,89.38,7,3485.82,1,3,2003,79,+63 2 555 3587
10122,32,63.84,11,2042.88,2,5,2003,79,91.24.4555
10135,24,75.01,8,1800.24,3,7,2003,79,4155551450
10147,21,63.84,8,1340.64,3,9,2003,79,6175558555
10159,24,73.42,3,1762.08,4,10,2003,79,6505551386
10169,36,63.84,3,2298.24,4,11,2003,79,02 9936 8555
10181,20,81.4,15,1628,4,11,2003,79,+47 2267 3215
10191,30,64.64,4,1939.2,4,11,2003,79,0221-5554327
10203,44,82.99,9,3651.56,4,12,2003,79,(91) 555 94 44
10211,28,92.57,3,2591.96,1,1,2004,79,(1) 47.55.6555
10225,37,77.41,10,2864.17,1,2,2004,79,0897-034555
10238,20,74.21,4,1484.2,2,4,2004,79,31 12 3555
10253,25,90.17,14,2254.25,2,6,2004,79,(171) 555-2282
10266,35,76.61,15,2681.35,3,7,2004,79,0522-556555
10276,38,83.79,4,3184.02,3,8,2004,79,6175557555
10287,41,69.43,13,2846.63,3,8,2004,79,0897-034555
10300,22,76.61,6,1685.42,4,10,2003,79,+49 69 66 90 2555
10310,49,81.4,11,3988.6,4,10,2004,79,0221-5554327
10320,38,73.42,4,2789.96,4,11,2004,79,0921-12 3555
10329,33,100,14,3607.56,4,11,2004,79,2125557818
10341,36,93.56,10,3368.16,4,11,2004,79,6562-9555
10363,34,81.62,5,2775.08,1,1,2005,79,+358 9 8045 555
10377,24,67.83,5,1627.92,1,2,2005,79,90-224 8555
10389,36,70.26,7,2529.36,1,3,2005,79,0695-34 6555
10419,34,90.17,14,3065.78,2,5,2005,79,6562-9555
10104,41,100,9,4615.78,1,1,2003,118,(91) 555 94 44
10115,46,100,5,5723.78,2,4,2003,118,2125558493
10127,24,100,11,2559.6,2,6,2003,118,2125557413
10141,21,100,5,2140.11,3,8,2003,118,+358 9 8045 555
10151,24,100,3,3327.6,3,9,2003,118,981-443655
10165,48,100,12,6825.6,4,10,2003,118,+65 221 7555
10175,26,100,1,3543.28,4,11,2003,118,(171) 555-0297
10184,37,100,6,4516.22,4,11,2003,118,(95) 555 82 82
10195,49,100,6,6445.46,4,11,2003,118,9145554562
10207,34,99.54,7,3384.36,4,12,2003,118,6175552555
10219,48,100,2,4891.68,1,2,2004,118,4155554312
10229,36,100,1,4521.96,1,3,2004,118,4155551450
10246,46,100,5,5069.66,2,5,2004,118,(91) 555 94 44
10259,46,100,4,6541.2,2,6,2004,118,+65 224 1555
10271,31,97.17,5,3012.27,3,7,2004,118,4155551450
10281,41,100,1,5247.18,3,8,2004,118,2155551555
10292,21,100,8,2214.87,3,9,2004,118,2125557818
10305,38,100,5,4773.18,4,10,2004,118,6175558555
10314,45,100,14,6185.7,4,10,2004,118,86 21 3555
10324,26,58.38,7,1517.88,4,11,2004,118,2125551500
10336,38,100,3,6372.6,4,11,2004,118,(1) 42.34.2555
10349,48,100,9,5232.96,4,12,2004,118,2125557413
10358,42,64.16,9,2694.72,4,12,2004,118,(91) 555 94 44
10371,49,35.71,4,1749.79,1,1,2005,118,4155551450
10382,32,66.58,13,2130.56,1,2,2005,118,4155551450
10412,54,100,5,5951.34,2,5,2005,118,(91) 555 94 44
10425,33,100,4,4692.6,2,5,2005,118,40.67.8555
10108,36,100,3,3731.04,1,3,2003,115,+63 2 555 3587
10122,20,100,7,2142,2,5,2003,115,91.24.4555
10135,29,97.89,4,2838.81,3,7,2003,115,4155551450
10147,33,97.89,4,3230.37,3,9,2003,115,6175558555
10160,50,100,5,5182,4,10,2003,115,2155554369
10170,41,100,3,4391.1,4,11,2003,115,7675-3555
10181,36,100,11,4477.32,4,11,2003,115,+47 2267 3215
10192,27,100,16,3544.56,4,11,2003,115,6035558647
10203,47,100,5,5195.85,4,12,2003,115,(91) 555 94 44
10212,33,100,15,4180.44,1,1,2004,115,(91) 555 94 44
10225,21,100,6,2684.43,1,2,2004,115,0897-034555
10239,21,93.28,5,1958.88,2,4,2004,115,981-443655
10253,41,100,10,4910.57,2,6,2004,115,(171) 555-2282
10266,40,100,11,4468.4,3,7,2004,115,0522-556555
10277,28,100,1,3127.88,3,8,2004,115,+65 221 7555
10287,23,100,9,2675.13,3,8,2004,115,0897-034555
10300,23,100,2,2807.61,4,10,2003,115,+49 69 66 90 2555
10310,25,100,7,2504.75,4,10,2004,115,0221-5554327
10321,24,100,15,2984.88,4,11,2004,115,5085552555
10329,39,64.74,15,2524.86,4,11,2004,115,2125557818
10341,55,75.2,7,4136,4,11,2004,115,6562-9555
10363,46,88.45,6,4068.7,1,1,2005,115,+358 9 8045 555
10377,50,100,1,5182,1,2,2005,115,90-224 8555
10389,47,100,8,5243.79,1,3,2005,115,0695-34 6555
10405,97,93.28,5,9048.16,2,4,2005,115,88.60.1555
10419,32,100,10,3832.64,2,5,2005,115,6562-9555
10103,35,100,10,3920,1,1,2003,116,07-98 9555
10113,49,100,4,4916.66,1,3,2003,116,4155551450
10126,38,100,10,3857,2,5,2003,116,(91) 555 22 82
10140,32,100,10,4181.44,3,7,2003,116,6505556809
10150,34,100,7,4641,3,9,2003,116,+65 221 7555
10164,36,99.17,8,3570.12,4,10,2003,116,7675-3555
10174,48,93.34,3,4480.32,4,11,2003,116,61-7-3844-6555
10183,21,96.84,7,2033.64,4,11,2003,116,2155554695
10194,21,93.34,10,1960.14,4,11,2003,116,78.32.5555
10206,34,100,5,3966.78,4,12,2003,116,(604) 555-3392
10215,46,100,2,5152,1,1,2004,116,3105553722
10228,32,100,1,3360,1,3,2004,116,6175555555
10245,29,100,8,3451,2,5,2004,116,2035559545
10258,41,100,5,5453,2,6,2004,116,+81 3 3584 0555
10270,43,96.84,8,4164.12,3,7,2004,116,+61 2 9495 8555
10280,24,100,1,2800.08,3,8,2004,116,011-4988555
10291,41,100,10,4687.94,3,9,2004,116,0695-34 6555
10304,46,98,5,4508,4,10,2004,116,30.59.8555
10312,32,100,2,4181.44,4,10,2004,116,4155551450
10322,22,100,10,2251.04,4,11,2004,116,6035558647
10333,29,40.25,7,1167.25,4,11,2004,116,6505555787
10347,42,49.6,5,2083.2,4,11,2004,116,03 9520 4555
10357,39,98,1,3822,4,12,2004,116,4155551450
10370,27,100,1,3911.49,1,1,2005,116,02 9936 8555
10381,48,98,2,4704,1,2,2005,116,6505551386
10391,29,85.1,10,2467.9,1,3,2005,116,02 9936 8555
10411,27,100,8,3213,2,5,2005,116,(514) 555-8054
10424,54,100,5,7182,2,5,2005,116,(91) 555 94 44
10109,26,100,4,4379.18,1,3,2003,141,2155559857
10122,34,100,2,5004.8,2,5,2003,141,91.24.4555
10136,25,100,2,3644.75,3,7,2003,141,61.77.6555
10148,23,100,13,2702.04,3,9,2003,141,02 9936 8555
10161,28,100,12,3764.88,4,10,2003,141,86 21 3555
10171,35,100,2,4508,4,11,2003,141,(514) 555-8054
10181,44,100,6,5418.16,4,11,2003,141,+47 2267 3215
10192,22,100,11,3300.66,4,11,2003,141,6035558647
